Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
06 May 2024, 1.0776, 165.70, 1.9558, 24.995, 7.4589, 0.85660, 389.38, 4.3185, 4.9688, 11.6250, 0.9754, 150.30, 11.6663, 34.7747, 1.6248, 5.4683, 1.4731, 7.7662, 8.4223, 17289.39, 4.0322, 89.9875, 1460.00, 18.2346, 5.1067, 1.7891, 61.660, 1.4548, 39.618, 19.8369, 
